campaign_id,protocol_fingerprint,binary_sha256,dataset,method,workers,repeat,threads,query_contexts,coroutines,top_k,ef,metric,measurement_mode,status,processed_queries,expected_queries,failed_queries,recall,qps,query_canonical_sha256,groundtruth_canonical_sha256,query_file_sha256,groundtruth_file_sha256,query_pool_manifest,query_pool_manifest_sha256,source,source_sha256
vldb-worker-scaling-final-node3-v1-20260713,edc9a9da4cb0273166da95f1411804d66a78599853cd80cc3df5394678cd5b53,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,DEEP1M,SlabWalk,40,1,40,40,2,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.98907,14746.0,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,8438fc763f14e0f9741fda15b3e11215aef089ce17d1ad47d53b52a7c9fda5bb,40706891f31cac7124935bfff8ba970a72f31946a00f4e65f310c2429b9e9e88,query_pools/deep1m_slabwalk.json,82bd83cd8d0f0368e88be45da923f942d0e31da34e9524665c82a788a14cda12,raw_sources/slabwalk_w40_r1.json,1085dfec3aef0ce5e380372d29ced238fa591cc73d009eefddaab7ac7a14f9e9
vldb-worker-scaling-final-node3-v1-20260713,3e597d5373b051f657d00da34c40c5604daa2775761ec914f3af855f0b767b3a,1fede56b39bf640663761bce92646a464098f95baf64a58d7847d520f7833bd8,DEEP1M,d-HNSW,40,1,40,,,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.90893,1104.156,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,0359efc4a332e6f79ebeade7665aa314e10b122fea1d54b3878f97c9bb5ba574,d99e96c21cfdc2383f2735f80d0d7e3c7ef62989510bf840023a6454e108a5b2,query_pools/deep1m_dhnsw.json,048df03d3f6547048d22468d81dc0c5155a6f42f4c3f661cd38c96f01e81e798,raw_sources/dhnsw_w40_r1.json,fe51cdf67980a53b63be133bed9ab8fcb79f2c1a7992f4a3949815ecd67d3f2c
vldb-worker-scaling-final-node3-v1-20260713,34b1b7bab5a5e4b70392020a982f216c3a347209f3e82800d921a496f914d3bd,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,DEEP1M,SHINE,40,2,40,40,2,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.98901,3162.0,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,8438fc763f14e0f9741fda15b3e11215aef089ce17d1ad47d53b52a7c9fda5bb,40706891f31cac7124935bfff8ba970a72f31946a00f4e65f310c2429b9e9e88,query_pools/deep1m_shine.json,97cc938356d3a3deac41e1d837d406d0088b0e646b037066be4403da5b869b02,raw_sources/shine_w40_r2.json,2712ace867b7880429e14f7c632d56a00ae649ac6a6ee917eedc5326a618f533
vldb-worker-scaling-final-node3-v1-20260713,edc9a9da4cb0273166da95f1411804d66a78599853cd80cc3df5394678cd5b53,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,DEEP1M,SlabWalk,40,2,40,40,2,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.98907,14753.0,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,8438fc763f14e0f9741fda15b3e11215aef089ce17d1ad47d53b52a7c9fda5bb,40706891f31cac7124935bfff8ba970a72f31946a00f4e65f310c2429b9e9e88,query_pools/deep1m_slabwalk.json,82bd83cd8d0f0368e88be45da923f942d0e31da34e9524665c82a788a14cda12,raw_sources/slabwalk_w40_r2.json,73721902bdeb1ad34f259c15c539746b434c7c085630420b831259842581f335
vldb-worker-scaling-final-node3-v1-20260713,3e597d5373b051f657d00da34c40c5604daa2775761ec914f3af855f0b767b3a,1fede56b39bf640663761bce92646a464098f95baf64a58d7847d520f7833bd8,DEEP1M,d-HNSW,40,2,40,,,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.9089,1099.605,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,0359efc4a332e6f79ebeade7665aa314e10b122fea1d54b3878f97c9bb5ba574,d99e96c21cfdc2383f2735f80d0d7e3c7ef62989510bf840023a6454e108a5b2,query_pools/deep1m_dhnsw.json,048df03d3f6547048d22468d81dc0c5155a6f42f4c3f661cd38c96f01e81e798,raw_sources/dhnsw_w40_r2.json,52468a37b288a2d9712674ea25f1b014d17c8dc7d4a86a6c42988ada0b506029
vldb-worker-scaling-final-node3-v1-20260713,34b1b7bab5a5e4b70392020a982f216c3a347209f3e82800d921a496f914d3bd,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,DEEP1M,SHINE,40,3,40,40,2,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.98901,2973.0,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,8438fc763f14e0f9741fda15b3e11215aef089ce17d1ad47d53b52a7c9fda5bb,40706891f31cac7124935bfff8ba970a72f31946a00f4e65f310c2429b9e9e88,query_pools/deep1m_shine.json,97cc938356d3a3deac41e1d837d406d0088b0e646b037066be4403da5b869b02,raw_sources/shine_w40_r3.json,2414b664d6eea35aacfd335392510e4f11724902741ee4c66db86e248db66ba3
vldb-worker-scaling-final-node3-v1-20260713,edc9a9da4cb0273166da95f1411804d66a78599853cd80cc3df5394678cd5b53,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,DEEP1M,SlabWalk,40,3,40,40,2,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.98907,14738.0,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,8438fc763f14e0f9741fda15b3e11215aef089ce17d1ad47d53b52a7c9fda5bb,40706891f31cac7124935bfff8ba970a72f31946a00f4e65f310c2429b9e9e88,query_pools/deep1m_slabwalk.json,82bd83cd8d0f0368e88be45da923f942d0e31da34e9524665c82a788a14cda12,raw_sources/slabwalk_w40_r3.json,0a89dd2bfa5db841f35f48000d02f31de16a6f17b16ca0b623b3af43ec95b8a3
vldb-worker-scaling-final-node3-v1-20260713,3e597d5373b051f657d00da34c40c5604daa2775761ec914f3af855f0b767b3a,1fede56b39bf640663761bce92646a464098f95baf64a58d7847d520f7833bd8,DEEP1M,d-HNSW,40,3,40,,,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.9089,1102.965,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,0359efc4a332e6f79ebeade7665aa314e10b122fea1d54b3878f97c9bb5ba574,d99e96c21cfdc2383f2735f80d0d7e3c7ef62989510bf840023a6454e108a5b2,query_pools/deep1m_dhnsw.json,048df03d3f6547048d22468d81dc0c5155a6f42f4c3f661cd38c96f01e81e798,raw_sources/dhnsw_w40_r3.json,489933971e727c88dd37ba89ae0a925f6749542626b56fb992b664a3d8ec53fe
vldb-worker-scaling-final-node3-v1-20260713,34b1b7bab5a5e4b70392020a982f216c3a347209f3e82800d921a496f914d3bd,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,DEEP1M,SHINE,40,4,40,40,2,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.98901,3114.0,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,8438fc763f14e0f9741fda15b3e11215aef089ce17d1ad47d53b52a7c9fda5bb,40706891f31cac7124935bfff8ba970a72f31946a00f4e65f310c2429b9e9e88,query_pools/deep1m_shine.json,97cc938356d3a3deac41e1d837d406d0088b0e646b037066be4403da5b869b02,raw_sources/shine_w40_r4.json,d8c7256f725ce7e5437ca9253845a0b5983f4617b13334fcb7f3cc5907746851
vldb-worker-scaling-final-node3-v1-20260713,edc9a9da4cb0273166da95f1411804d66a78599853cd80cc3df5394678cd5b53,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,DEEP1M,SlabWalk,40,4,40,40,2,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.98907,14796.0,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,8438fc763f14e0f9741fda15b3e11215aef089ce17d1ad47d53b52a7c9fda5bb,40706891f31cac7124935bfff8ba970a72f31946a00f4e65f310c2429b9e9e88,query_pools/deep1m_slabwalk.json,82bd83cd8d0f0368e88be45da923f942d0e31da34e9524665c82a788a14cda12,raw_sources/slabwalk_w40_r4.json,215dc3f6a53eeea64daf8e2f1018328cb08d6f6e1a774e472b50b7e3bf47e3c4
vldb-worker-scaling-final-node3-v1-20260713,3e597d5373b051f657d00da34c40c5604daa2775761ec914f3af855f0b767b3a,1fede56b39bf640663761bce92646a464098f95baf64a58d7847d520f7833bd8,DEEP1M,d-HNSW,40,4,40,,,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.9089,1097.073,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,0359efc4a332e6f79ebeade7665aa314e10b122fea1d54b3878f97c9bb5ba574,d99e96c21cfdc2383f2735f80d0d7e3c7ef62989510bf840023a6454e108a5b2,query_pools/deep1m_dhnsw.json,048df03d3f6547048d22468d81dc0c5155a6f42f4c3f661cd38c96f01e81e798,raw_sources/dhnsw_w40_r4.json,fba5aa972e2d321a3967536e18b388deb54a9ffdf2c9f1aa07f9123736a0f90d
